name,P,C,G,N,I,I3,J,Mass,Nk,Ik,I3k,Jk,Mk,u,ubar,d,dbar,s,sbar,c,cbar,b,bbar,width_mev,split
rho(2150)-,0,2,1,1.51433400109239,1,-1,1,2.044,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,163.000000031498,train
rho(2150)0,0,0,1,1.51433400109239,1,0,1,2.044,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,163.000000031498,train
rho(770)+,0,2,1,0.574366109714773,1,1,1,0.775261156,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,147.391333907841,train
rho(770)-,0,2,1,0.574366109714773,1,-1,1,0.775261156,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,147.391333907841,train
rho(770)0,0,0,1,0.574366109714773,1,0,1,0.775261156,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,147.391333907841,train
rho_3(1690)+,0,2,1,1.25117950097331,1,1,3,1.688802403,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,160.542748355396,train
rho_3(1690)-,0,2,1,1.25117950097331,1,-1,3,1.688802403,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,160.542748355396,train
rho_3(1690)0,0,0,1,1.25117950097331,1,0,3,1.688802403,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,160.542748355396,train
rho_3(1990)+,0,2,1,1.46840019088313,1,1,3,1.982,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,188.00000003197,train
rho_3(1990)-,0,2,1,1.46840019088313,1,-1,3,1.982,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,188.00000003197,train
rho_3(1990)0,0,0,1,1.46840019088313,1,0,3,1.982,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,188.00000003197,train
rho_3(2250)+,0,2,1,1.66547105403899,1,1,3,2.248,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,184.99999998551,train
rho_3(2250)-,0,2,1,1.66547105403899,1,-1,3,2.248,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,184.99999998551,train
rho_3(2250)0,0,0,1,1.66547105403899,1,0,3,2.248,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,184.99999998551,train
rho_5(2350)+,0,2,1,1.72622222238027,1,1,5,2.33,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,399.999999956807,train
rho_5(2350)-,0,2,1,1.72622222238027,1,-1,5,2.33,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,399.999999956807,train
rho_5(2350)0,0,0,1,1.72622222238027,1,0,5,2.33,1,1,1,1,1,0.707,0.707,0.707,0.707,0,0,0,0,0,0,399.999999956807,train
